subject_id,condition,task,freq,emg_coh_arearate,emg_coh_med,emg_hp_coh_arearate,emg_hp_coh_med
P15,25g,90,4,2.691904866,0.919426643,2.608116954,0.914477542
P15,25g,90,1,2.945066335,0.937555006,2.765754561,0.938585832
P15,25g,90,2,3.080016584,0.930268708,3.389510779,0.933847169
P15,25g,90,3,3.409618574,0.927538779,3.467454395,0.9256719
P15,25g,90,4,2.438225539,0.916807577,2.531509121,0.914464434
P15,25g,90,1,3.350961538,0.939222948,2.655100334,0.93178492
P15,25g,90,2,3.294732441,0.932383633,2.797867893,0.934304583
P15,25g,90,3,3.058319398,0.924668482,3.282817726,0.926282423
P15,25g,90,4,2.668478261,0.916823193,2.521948161,0.914613367
P15,50g,0,1,3.497411115,0.934633228,5.742664826,0.959375739
P15,50g,0,2,3.666379013,0.93522239,4.253192958,0.941552134
P15,50g,0,3,3.763548498,0.932243261,3.574905074,0.92621937
P15,50g,0,4,2.77994477,0.916782784,2.521919227,0.912201504
P15,50g,0,1,4.824156588,0.94391557,4.51957352,0.941948666
P15,50g,0,2,3.748726926,0.935332344,3.668045831,0.928200876
P15,50g,0,3,3.580681095,0.929757907,3.368714195,0.926355334
P15,50g,0,4,2.537396563,0.90844198,2.615531509,0.914216307
P15,50g,12,1,3.774867477,0.948558717,2.471312753,0.926077544
P15,50g,12,2,3.458840037,0.927419525,3.925943249,0.937778062
P15,50g,12,3,3.318054256,0.924803413,3.396944185,0.920622487
P15,50g,12,4,2.522762707,0.909346241,2.644683505,0.910978287
P15,50g,12,1,3.993991287,0.940087538,4.272795554,0.938512546
P15,50g,12,2,3.205197536,0.92909461,3.558960493,0.928581378
P15,50g,12,3,3.55295178,0.925658625,3.498272495,0.92550995
P15,50g,12,4,2.413850083,0.908079715,2.576385759,0.909789787
P15,50g,12,1,4.16221648,0.939249902,3.696238875,0.929123241
P15,50g,12,2,3.653890324,0.931098665,3.575940281,0.924526164
P15,50g,12,3,3.482342808,0.926399787,3.563163939,0.920833077
P15,50g,12,4,2.747344243,0.915575058,2.692075797,0.91082398
P15,50g,180,1,3.825841905,0.934017757,2.473721291,0.915626724
P15,50g,180,2,3.323657884,0.92925304,3.189234888,0.925322338
P15,50g,180,3,3.40763703,0.923648635,3.460194448,0.921389233
P15,50g,180,4,2.566154713,0.914238605,2.813301395,0.912398099
P15,50g,180,1,4.137808092,0.950725743,2.593086343,0.915782733
P15,50g,180,2,3.358549062,0.928878449,3.611223066,0.932565374
P15,50g,180,3,3.428305689,0.924919578,3.621764068,0.925884628
P15,50g,180,4,2.598201829,0.916685425,2.60641761,0.913199725
P15,50g,90,1,4.384811828,0.945831207,2.809274194,0.929642275
P15,50g,90,2,3.464650538,0.928813771,3.490591398,0.929709137
P15,50g,90,3,3.318682796,0.924399358,3.609274194,0.924384668
P15,50g,90,4,2.728225806,0.913851788,2.700806452,0.910167706
P15,50g,90,1,3.907930589,0.941727612,2.685501219,0.933708998
P15,50g,90,2,3.511257708,0.930664235,3.099956977,0.92194885
P15,50g,90,3,3.403413165,0.921216203,3.455184282,0.922421895
P15,50g,90,4,2.778287681,0.917505442,2.746307185,0.917774931
P15,50g,90,1,3.659447674,0.933036663,2.955377907,0.932434874
P15,50g,90,2,3.531104651,0.92732981,3.418023256,0.932333171
P15,50g,90,3,3.48880814,0.926336408,3.628924419,0.92762441
P15,50g,90,4,2.635465116,0.914068016,2.713372093,0.914246701
P15,75g,0,1,4.243664499,0.938107907,5.183337071,0.948558762
P15,75g,0,2,4.102937878,0.933491553,4.273940345,0.938576223
P15,75g,0,3,3.750392465,0.929836012,3.795694102,0.930960979
P15,75g,0,4,2.780107647,0.916601015,2.753083651,0.910411379
P15,75g,0,1,4.584079828,0.94016467,5.289488604,0.950309919
P15,75g,0,2,3.559020297,0.929086839,3.979702914,0.932155363
P15,75g,0,3,3.590089579,0.926136273,3.377367048,0.922406213
P15,75g,0,4,2.832520694,0.917599222,2.84249915,0.91236298
P15,75g,0,1,4.238402755,0.937275754,5.089871919,0.951023723
P15,75g,0,2,4.07760198,0.940147925,4.110859972,0.937453528
P15,75g,0,3,3.893014745,0.929848259,3.81390593,0.926674292
P15,75g,0,4,2.867075665,0.916895263,2.590140997,0.907943625
P15,75g,12,1,4.238295124,0.933523648,3.773651921,0.931076717
P15,75g,12,2,3.641588634,0.932402621,3.248304811,0.925864054
P15,75g,12,3,3.571305565,0.927057227,3.444193305,0.921791058
P15,75g,12,4,2.850285222,0.914189333,2.629533958,0.910052216
P15,75g,12,1,4.177310214,0.931999861,4.079932332,0.940439728
P15,75g,12,2,3.834531613,0.92920997,3.687777543,0.92878762
P15,75g,12,3,3.553711144,0.925794722,3.524635229,0.921096418
P15,75g,12,4,2.807993233,0.913909978,2.622436033,0.913267684
P15,75g,12,1,4.042468122,0.931697417,3.968986384,0.931190839
P15,75g,12,2,3.587853901,0.931899954,3.669980549,0.925719147
P15,75g,12,3,3.462502702,0.924879232,3.636265399,0.921694851
P15,75g,12,4,2.712340609,0.914291244,2.7602118,0.911992464
P15,75g,180,1,3.860703496,0.935399312,2.267587397,0.917877992
P15,75g,180,2,3.201014243,0.921265589,3.444432456,0.925674721
P15,75g,180,3,3.453172205,0.9229829,3.506258092,0.923408185
P15,75g,180,4,2.671450151,0.913707652,2.739641778,0.911781683
P15,75g,180,1,4.541577825,0.932912135,3.099147122,0.928849953
P15,75g,180,2,3.567377399,0.930469135,3.380916844,0.926404692
P15,75g,180,3,3.580277186,0.919152394,3.367803838,0.920878866
P15,75g,180,4,2.678358209,0.914341573,2.621855011,0.91087033
P15,75g,90,1,3.866469782,0.927669717,3.255458285,0.928841128
P15,75g,90,2,3.780930282,0.926394562,3.453222234,0.925526502
P15,75g,90,3,3.488872482,0.929063506,3.365256829,0.922276286
P15,75g,90,4,2.685159793,0.915770093,2.635059593,0.909171045
P15,75g,90,1,3.991691521,0.935511524,3.191414572,0.929922115
P15,75g,90,2,3.739348104,0.927451067,3.791648914,0.933933039
P15,75g,90,3,3.528866638,0.928065014,3.268001704,0.917363922
P15,75g,90,4,2.641670217,0.91358235,2.596825735,0.908289554
P15,75g,90,1,3.9476355,0.93127268,3.158928957,0.923918443
P15,75g,90,2,3.699093068,0.928513671,3.527855755,0.923481194
P15,75g,90,3,3.515007558,0.927780874,3.438674152,0.922557151
P15,75g,90,4,2.780285036,0.915951639,2.729755992,0.911645623
P16,0g,0,1,3.090734122,0.950345014,3.650261204,0.949194726
P16,0g,0,2,3.361286775,0.928785662,3.098707726,0.93586909
P16,0g,0,3,3.385207589,0.933119599,3.271652461,0.920883825
P16,0g,0,4,2.582348089,0.919593253,2.369535331,0.914106425
P16,0g,0,1,3.703011423,0.951763449,3.150311526,0.940644683
P16,0g,0,2,3.765576324,0.939818523,3.335669782,0.939991672
P16,0g,0,3,3.181204569,0.929521105,3.410695742,0.925585497
P16,0g,0,4,2.638629283,0.920552707,2.552959502,0.916580423
P16,0g,12,1,3.309374064,0.948233536,3.495956873,0.940827643
P16,0g,12,2,3.28032345,0.934473482,2.661874813,0.929578416
P16,0g,12,3,3.091045223,0.931775221,3.370470201,0.922879742
P16,0g,12,4,2.420485175,0.915741571,2.562743336,0.911975192
P16,0g,12,1,4.275305751,0.945506023,3.067655477,0.947044016
P16,0g,12,2,3.335935467,0.93163123,3.451990632,0.938775989
P16,0g,12,3,3.282331512,0.929850728,3.321623731,0.931436477
P16,0g,12,4,2.827998959,0.921984806,2.408795212,0.90896341
P16,0g,12,1,2.363338301,0.945691331,3.483755589,0.951466294
P16,0g,12,2,2.885245902,0.942413313,3.564530551,0.940367856
P16,0g,12,3,2.661102832,0.926787695,3.375260805,0.935048816
P16,0g,12,4,2.543368107,0.916083954,2.420566319,0.915515364
P16,0g,180,1,3.538343165,0.946287809,3.208002052,0.937704667
P16,0g,180,2,3.272377533,0.934694513,3.792254424,0.94239383
P16,0g,180,3,3.214157476,0.929395986,3.852013337,0.932407351
P16,0g,180,4,2.438061041,0.918438329,2.537317261,0.915147338
P16,0g,180,1,3.32845027,0.943862122,3.208172706,0.933216634
P16,0g,180,2,3.107427397,0.936537399,3.093035209,0.930595126
P16,0g,180,3,2.912104857,0.930613888,3.072474942,0.921856362
P16,0g,180,4,2.393472115,0.91592687,2.419943459,0.908163803
P16,0g,90,1,3.092973551,0.9515358,3.916911568,0.950505498
P16,0g,90,2,2.818861876,0.934094745,3.20972482,0.94070325
P16,0g,90,3,3.236975688,0.926656267,3.463264761,0.934831952
P16,0g,90,4,2.84691424,0.918024634,2.734971948,0.914623207
P16,0g,90,1,2.953173484,0.944593887,3.597461213,0.949846864
P16,0g,90,2,3.078702398,0.941531022,3.149788434,0.939560785
P16,0g,90,3,3.204795487,0.936539114,3.501833568,0.92878379
P16,0g,90,4,2.24203103,0.917018337,2.64203103,0.918215356
P16,0g,90,1,2.506065401,0.932787412,3.166666667,0.938387342
P16,0g,90,2,3.528744726,0.940481239,3.488132911,0.938098972
P16,0g,90,3,3.182489451,0.927908788,3.353375527,0.928985975
P16,0g,90,4,2.632647679,0.91938476,2.824894515,0.916737451
P16,25g,0,1,4.355019746,0.942467248,3.957389316,0.944597193
P16,25g,0,2,3.458948244,0.943815054,3.629390979,0.93132685
P16,25g,0,3,3.316774059,0.929721918,3.546456038,0.928581997
P16,25g,0,4,2.393681147,0.910848552,2.608397423,0.911568559
P16,25g,0,1,3.367572156,0.944779266,4.308786078,0.949056348
P16,25g,0,2,3.542444822,0.932316706,3.466044143,0.931237023
P16,25g,0,3,3.176994907,0.926040467,3.248302207,0.918251574
P16,25g,0,4,2.474320883,0.919105965,2.800721562,0.921060192
P16,25g,12,1,2.934564523,0.940733476,3.788189694,0.94138373
P16,25g,12,2,3.244186047,0.938030593,3.293205654,0.928615122
P16,25g,12,3,3.082079343,0.92585067,3.355905153,0.929293366
P16,25g,12,4,2.673278614,0.922450573,2.693114455,0.915046598
P16,25g,12,1,2.936817654,0.941483758,2.969337979,0.934206201
P16,25g,12,2,3.943321719,0.936260966,3.465737515,0.936470527
P16,25g,12,3,3.176074332,0.927177127,3.201626016,0.92650316
P16,25g,12,4,2.707317073,0.921395603,2.587921022,0.915660748
P16,25g,12,1,3.63091747,0.943942025,3.307917889,0.938699731
P16,25g,12,2,3.47339757,0.939345326,3.191663176,0.930886012
P16,25g,12,3,2.974863846,0.92807952,3.295978215,0.926156995
P16,25g,12,4,2.362170088,0.914427745,2.492668622,0.910987626
P16,25g,180,1,3.154239019,0.942186617,1.855362615,0.931904744
P16,25g,180,2,3.278243105,0.930362892,3.271910112,0.932619647
P16,25g,180,3,2.951991828,0.925693074,3.179366701,0.924878742
P16,25g,180,4,2.787334014,0.922873049,2.530949949,0.911267539
P16,25g,180,1,3.148570245,0.939739664,3.180273518,0.939265865
P16,25g,180,2,2.993162039,0.926358879,3.153543307,0.934322634
P16,25g,180,3,3.273518442,0.926175198,3.20700373,0.923873314
P16,25g,180,4,2.810816411,0.91874377,2.58371322,0.915889711
P16,25g,90,1,2.717433995,0.939413227,3.21601571,0.944708011
P16,25g,90,2,3.209906175,0.932019225,3.067204888,0.930553942
P16,25g,90,3,3.210778966,0.928496867,3.578660266,0.926048772
P16,25g,90,4,2.663975562,0.920286667,2.589570151,0.913432245
P16,25g,90,1,3.503731343,0.94144981,3.253731343,0.941785712
P16,25g,90,2,3.509950249,0.931686133,4.076492537,0.938785092
P16,25g,90,3,3.154228856,0.926007769,3.538971808,0.92209981
P16,25g,90,4,2.652363184,0.918771381,2.66314262,0.915081355
P16,25g,90,1,3.181647157,0.944413928,3.511078595,0.94353275
P16,25g,90,2,3.93729097,0.936613235,3.931856187,0.934992833
P16,25g,90,3,3.455685619,0.928272135,3.331521739,0.921913369
P16,25g,90,4,2.569188963,0.919001372,2.702550167,0.916240918
P16,50g,0,1,4.240075941,0.946337066,3.621159821,0.946968296
P16,50g,0,2,3.728512254,0.941560558,3.961684501,0.933540589
P16,50g,0,3,3.569554712,0.927801652,3.260787021,0.926107995
P16,50g,0,4,2.782533656,0.919641075,2.603037625,0.911090171
P16,50g,0,1,4.190195766,0.945222713,4.326913895,0.94564058
P16,50g,0,2,3.67992997,0.939443867,3.858347923,0.939218966
P16,50g,0,3,3.501352857,0.927938214,3.43880312,0.92717953
P16,50g,0,4,2.579659398,0.913443097,2.765876174,0.917265853
P16,50g,12,1,3.791861553,0.932612655,3.656844403,0.944381676
P16,50g,12,2,3.556906766,0.931485642,3.416120985,0.931456543
P16,50g,12,3,3.337854693,0.922113854,3.564078578,0.92399142
P16,50g,12,4,2.600561272,0.911649976,2.56672903,0.911632142
P16,50g,12,1,3.007509763,0.934397529,3.220186242,0.93778198
P16,50g,12,2,3.495343947,0.929617631,4.003304296,0.93142001
P16,50g,12,3,3.710723941,0.927960102,3.630219285,0.927661919
P16,50g,12,4,2.671673175,0.913314519,2.552718534,0.912557478
P16,50g,12,1,4.096338837,0.938448282,3.673366834,0.935400352
P16,50g,12,2,3.316582915,0.930047634,3.583058148,0.939905449
P16,50g,12,3,3.293323762,0.926402389,3.247666906,0.921970813
P16,50g,12,4,2.691888011,0.914332523,2.608901651,0.913916253
P16,50g,180,1,4.227420037,0.945836629,3.628011836,0.937126803
P16,50g,180,2,3.161617585,0.93171478,3.363392983,0.924106037
P16,50g,180,3,3.310835564,0.925052974,3.151190644,0.91854314
P16,50g,180,4,2.544314499,0.911978571,2.495138791,0.908263049
P16,50g,180,1,3.030847931,0.931511181,2.794450473,0.928099678
P16,50g,180,2,3.272825918,0.926589794,3.503177802,0.928263349
P16,50g,180,3,3.300883584,0.924668955,3.28600217,0.921703808
P16,50g,180,4,2.414664393,0.910756807,2.606727639,0.91378025
P16,50g,90,1,3.746938776,0.938259389,3.918231293,0.939200048
P16,50g,90,2,3.538911565,0.933888219,3.534693878,0.926731444
P16,50g,90,3,3.154421769,0.925325055,3.317959184,0.9199826
P16,50g,90,4,2.706802721,0.91974137,2.585442177,0.915946849
P16,50g,90,1,3.997131794,0.939958079,3.850566471,0.935015099
P16,50g,90,2,3.359386204,0.931616897,3.841531622,0.927790113
P16,50g,90,3,3.228882834,0.92530315,3.493331421,0.927601965
P16,50g,90,4,2.673741575,0.913698049,2.759787753,0.910824043
P16,50g,90,1,3.636046512,0.932660591,3.701017442,0.934907405
P16,50g,90,2,3.226162791,0.927394678,3.476889535,0.927651817
P16,50g,90,3,3.517732558,0.927816609,3.43255814,0.921807324
P16,50g,90,4,2.621366279,0.916813066,2.665261628,0.909702696
P16,75g,0,1,4.296624425,0.939101676,4.586295839,0.938244221
P16,75g,0,2,3.872266457,0.931206446,3.486598632,0.923886798
P16,75g,0,3,3.801727038,0.93112661,3.495570259,0.921408851
P16,75g,0,4,2.786250981,0.91808662,2.767298419,0.911094462
P16,75g,0,1,4.364780587,0.938071037,4.314094569,0.939186909
P16,75g,0,2,3.723664815,0.929474712,3.786483728,0.93007755
P16,75g,0,3,3.478625695,0.927931523,3.741240503,0.926547685
P16,75g,0,4,2.749404694,0.915057936,2.91835809,0.913494111
P16,75g,0,1,4.485954149,0.936731454,5.034980088,0.940808825
P16,75g,0,2,3.805187816,0.930554776,3.884727155,0.929063564
P16,75g,0,3,3.67011086,0.928102052,3.568184264,0.924480825
P16,75g,0,4,2.793456033,0.915438855,2.776988483,0.910255558
P16,75g,12,1,4.027233584,0.936298168,4.316361679,0.93760473
P16,75g,12,2,3.488159311,0.930735718,3.639827772,0.92398993
P16,75g,12,3,3.274381055,0.921515835,3.546393972,0.926390435
P16,75g,12,4,2.734122713,0.913538829,2.698708288,0.915071411
P16,75g,12,1,3.952104039,0.935574901,4.104567562,0.936842984
P16,75g,12,2,3.620638613,0.926598469,3.718862339,0.930541772
P16,75g,12,3,3.324381476,0.922632747,3.630048636,0.922423757
P16,75g,12,4,2.654049482,0.912406776,2.707760626,0.905693877
P16,75g,12,1,4.184008644,0.932878352,4.122636413,0.935533448
P16,75g,12,2,3.451431659,0.928961998,3.390059427,0.922544198
P16,75g,12,3,3.342409508,0.925166652,3.534089681,0.924096684
P16,75g,12,4,2.680605078,0.912213805,2.638573744,0.911955884
P16,75g,180,1,3.889296504,0.936339247,3.249352611,0.928030475
P16,75g,180,2,3.372464394,0.926065611,3.349266293,0.923511547
P16,75g,180,3,3.196374622,0.926784361,3.457272335,0.924293016
P16,75g,180,4,2.639943893,0.912182567,2.835994821,0.913574847
P16,75g,180,1,3.428891258,0.930290798,3.22803838,0.930914644
P16,75g,180,2,3.355117271,0.925125569,3.433049041,0.923720996
P16,75g,180,3,3.300852878,0.924745973,3.603944563,0.923827118
P16,75g,180,4,2.654584222,0.913601983,2.680490405,0.909534868
P16,75g,90,1,3.819111908,0.932159225,4.514397215,0.937142412
P16,75g,90,2,3.544246388,0.927992145,3.804872904,0.93159919
P16,75g,90,3,3.432443835,0.924639563,3.543297121,0.921937573
P16,75g,90,4,2.657525577,0.91223859,2.792110537,0.914994227
P16,75g,90,1,3.300202408,0.930370803,3.514647917,0.930259163
P16,75g,90,2,3.1901566,0.919993093,3.597208906,0.925268203
P16,75g,90,3,3.291679983,0.921776077,3.594971769,0.9233105
P16,75g,90,4,2.627570044,0.912891805,2.839565356,0.913372127
P16,75g,90,1,3.830922047,0.934391061,3.896026776,0.934441142
P16,75g,90,2,3.396674584,0.92667291,3.851651911,0.927108029
P16,75g,90,3,3.638954869,0.928934877,3.430360613,0.918606284
P16,75g,90,4,2.737853595,0.916852638,2.699416973,0.906468138
P17,0g,0,1,2.697787372,0.943461868,3.150026983,0.947591695
P17,0g,0,2,3.835671883,0.937675151,3.364543983,0.941147325
P17,0g,0,3,3.262547221,0.927574998,3.392336751,0.927805927
P17,0g,0,4,2.393146249,0.914375992,2.357798165,0.909066852
P17,0g,12,1,3.754322365,0.951599037,3.003625209,0.943497737
P17,0g,12,2,3.4054657,0.934501252,3.57836029,0.938651624
P17,0g,12,3,3.501952036,0.933869139,3.383993307,0.932726978
P17,0g,12,4,2.755437814,0.926219839,2.471556051,0.910603029
P17,0g,12,1,3.036324207,0.939236959,3.048522635,0.944917621
P17,0g,12,2,3.339116292,0.940263896,3.349959339,0.936934126
P17,0g,12,3,3.289780428,0.926710715,3.580916237,0.92903662
P17,0g,12,4,2.508538899,0.91558759,2.66711846,0.921734417
P17,0g,12,1,3.392215569,0.94816445,3.339412085,0.945367182
P17,0g,12,2,3.40636908,0.934633006,3.130375612,0.927321945
P17,0g,12,3,3.097713664,0.92959217,3.467338051,0.929515293
P17,0g,12,4,2.577572128,0.918125798,2.667392488,0.918636473
P17,0g,180,1,3.254383444,0.955152733,2.746766312,0.936796341
P17,0g,180,2,3.256682955,0.938392286,3.410462777,0.939594862
P17,0g,180,3,3.268180512,0.933390431,3.809715435,0.930240454
P17,0g,180,4,2.670594999,0.924518738,2.66225927,0.915697419
P17,0g,180,1,3.06273868,0.955239488,2.524277141,0.941404336
P17,0g,180,2,3.443535188,0.936564724,3.140752864,0.930737528
P17,0g,180,3,3.12629569,0.925636594,3.40589198,0.932885482
P17,0g,180,4,2.528368794,0.91702718,2.58101473,0.915507962
P17,0g,90,1,2.981878089,0.943546518,3.602690829,0.952084368
P17,0g,90,2,3.342119714,0.934002003,3.584568918,0.939878951
P17,0g,90,3,3.280340472,0.929453633,3.110928062,0.929202182
P17,0g,90,4,2.476386601,0.918526774,2.519220209,0.913887122
P17,0g,90,1,3.05021254,0.94308092,3.683049947,0.946193661
P17,0g,90,2,3.166312434,0.937504206,3.390010627,0.929078547
P17,0g,90,3,3.321997875,0.937911929,3.38629118,0.926160712
P17,0g,90,4,2.608926674,0.921777028,2.330499469,0.907446294
P17,0g,90,1,2.775362319,0.954529323,2.832608696,0.944303088
P17,0g,90,2,3.581884058,0.946285555,3.34673913,0.938327831
P17,0g,90,3,3.066304348,0.929063235,3.467028986,0.925572695
P17,0g,90,4,2.351449275,0.923446786,2.851449275,0.925317623
P17,25g,0,1,3.410617551,0.945695675,3.3843987,0.945108004
P17,25g,0,2,3.552979415,0.936640423,3.127193933,0.935522125
P17,25g,0,3,3.261105092,0.933384026,3.237269772,0.925746894
P17,25g,0,4,2.425785482,0.914210722,2.669122427,0.915441842
P17,25g,0,1,3.710371377,0.94266377,3.735960145,0.945846582
P17,25g,0,2,3.574275362,0.934283385,3.864583333,0.942602703
P17,25g,0,3,3.430480072,0.926789704,3.458106884,0.923571228
P17,25g,0,4,2.64379529,0.922255482,2.551856884,0.909858527
P17,25g,12,1,3.500315325,0.946269223,3.262560437,0.936401698
P17,25g,12,2,3.653352954,0.936285412,3.605633803,0.931730404
P17,25g,12,3,3.128442296,0.922376079,3.500315325,0.925952743
P17,25g,12,4,2.79020391,0.916341053,2.622240908,0.913517181
P17,25g,12,1,3.714787278,0.9412886,3.705700124,0.947084942
P17,25g,12,2,3.753201157,0.929101901,3.595208591,0.938118742
P17,25g,12,3,3.264353573,0.924630531,3.623296159,0.930205216
P17,25g,12,4,2.511565469,0.913151316,2.650557621,0.91679508
P17,25g,12,1,3.934581362,0.938707276,3.549475417,0.942728127
P17,25g,12,2,3.653774943,0.933060274,2.99177124,0.927560891
P17,25g,12,3,3.224233697,0.927054202,3.362888295,0.9256949
P17,25g,12,4,2.650277721,0.913858829,2.551121168,0.911050592
P17,25g,180,1,2.916802944,0.93735139,3.413327882,0.942514427
P17,25g,180,2,3.536385936,0.927670279,3.17007359,0.92763369
P17,25g,180,3,3.520032706,0.92013534,3.140637776,0.920639058
P17,25g,180,4,2.627759608,0.915801704,2.558462796,0.910798192
P17,25g,180,1,3.481301173,0.946973949,3.216419562,0.938343589
P17,25g,180,2,3.453861474,0.938034811,3.925204691,0.937800871
P17,25g,180,3,3.370657225,0.924373227,3.223500775,0.919705991
P17,25g,180,4,2.658110201,0.911868474,2.78446559,0.9164875
P17,25g,90,1,2.708243418,0.935754635,3.481225723,0.945927161
P17,25g,90,2,3.298446267,0.92861145,3.449503669,0.934235616
P17,25g,90,3,3.204359085,0.923327176,3.35757445,0.926547486
P17,25g,90,4,2.464177816,0.917466268,2.527621925,0.914616699
P17,25g,90,1,3.449471078,0.947255853,3.765923925,0.940641854
P17,25g,90,2,3.189961738,0.931351622,3.425613324,0.935220769
P17,25g,90,3,3.391852352,0.93657634,3.724285393,0.932091124
P17,25g,90,4,2.649561107,0.91735024,2.702228224,0.917175987
P17,25g,90,1,4.031355932,0.950205317,2.917372881,0.943430917
P17,25g,90,2,3.534533898,0.931528234,3.771822034,0.930819821
P17,25g,90,3,3.240677966,0.929934701,3.593220339,0.92898498
P17,25g,90,4,2.543432203,0.912242039,2.676271186,0.913287376
P17,50g,0,1,3.185301924,0.936594437,4.150464499,0.938616534
P17,50g,0,2,3.401625747,0.933453552,3.368447246,0.928639042
P17,50g,0,3,3.328798938,0.928267397,3.933808892,0.925739621
P17,50g,0,4,2.578798938,0.915079871,2.720968812,0.914004907
P17,50g,0,1,3.48388664,0.934746314,3.561781377,0.934968049
P17,50g,0,2,3.731497976,0.92853706,3.637732794,0.931708555
P17,50g,0,3,3.243238866,0.92340465,3.711417004,0.92891281
P17,50g,0,4,2.607773279,0.916201142,2.777651822,0.91736696
P17,50g,0,1,3.74125762,0.937649121,3.368302855,0.933032833
P17,50g,0,2,3.645973693,0.931149253,3.294674366,0.92627828
P17,50g,0,3,3.627045236,0.928336918,3.569939044,0.927519132
P17,50g,0,4,2.568014116,0.912135916,2.629611806,0.911047275
P17,50g,12,1,3.411662177,0.930756833,4.000792267,0.93824865
P17,50g,12,2,3.782126446,0.934215122,3.319125337,0.93064247
P17,50g,12,3,3.577404532,0.926503594,3.553161147,0.924099746
P17,50g,12,4,2.832990017,0.92390891,2.613373475,0.909370469
P17,50g,12,1,3.675704657,0.940508846,3.631433824,0.935821399
P17,50g,12,2,3.596354167,0.93245539,3.794577206,0.932058833
P17,50g,12,3,3.549019608,0.930297503,3.469515931,0.921696184
P17,50g,12,4,2.72901348,0.917138309,2.649509804,0.913876566
P17,50g,12,1,3.831710286,0.941273935,4.345404747,0.939256715
P17,50g,12,2,3.857729763,0.938040296,4.00213025,0.931884137
P17,50g,12,3,3.393031041,0.923968927,3.666615946,0.926696334
P17,50g,12,4,2.717589775,0.918995278,2.549908704,0.909669423
P17,50g,180,1,3.242804654,0.93218117,4.039038579,0.934728398
P17,50g,180,2,3.721677893,0.93731472,3.914115126,0.935282138
P17,50g,180,3,3.564145744,0.927971049,3.701928965,0.927290585
P17,50g,180,4,2.753061849,0.917990571,2.769902021,0.914924412
P17,50g,180,1,4.13994838,0.941968234,4.163607686,0.938981268
P17,50g,180,2,3.630341268,0.926054435,3.813449957,0.932723058
P17,50g,180,3,3.441783768,0.925172357,3.555205047,0.924875441
P17,50g,180,4,2.74218526,0.918347169,2.700745627,0.91019336
P17,50g,90,1,3.43616865,0.940774112,3.657705303,0.930852262
P17,50g,90,2,3.522256501,0.936365024,3.524313207,0.929022083
P17,50g,90,3,3.461436756,0.927165265,3.530924049,0.924441066
P17,50g,90,4,2.636403702,0.917180271,2.589687087,0.911000086
P17,50g,90,1,3.470359152,0.938416957,4.054233377,0.936433304
P17,50g,90,2,3.75941151,0.934407172,3.79273042,0.931903357
P17,50g,90,3,3.159094187,0.921079095,3.689311986,0.928496856
P17,50g,90,4,2.517524881,0.911546774,2.720034617,0.911936776
P17,50g,90,1,3.442838371,0.937338251,4.467951526,0.947089476
P17,50g,90,2,3.23434078,0.929539158,3.690611768,0.935226155
P17,50g,90,3,3.464009344,0.929837426,3.456563002,0.923267804
P17,50g,90,4,2.594101329,0.914617522,2.78522412,0.914626147
P17,75g,0,1,3.872400756,0.932003211,4.758874186,0.944440522
P17,75g,0,2,4.055450536,0.928320422,3.774732199,0.930528461
P17,75g,0,3,3.61405167,0.924369581,3.604074774,0.925554288
P17,75g,0,4,2.724532661,0.913846035,2.746166772,0.913103116
P17,75g,0,1,4.435532557,0.933505633,4.662677878,0.946846993
P17,75g,0,2,4,0.931520234,4.019620526,0.930664291
P17,75g,0,3,3.646507115,0.924835249,3.891979301,0.929343482
P17,75g,0,4,2.805411815,0.914797954,2.692432083,0.910329399
P17,75g,12,1,3.491483398,0.929104455,4.537516171,0.941044623
P17,75g,12,2,4.062311341,0.933781886,3.903083226,0.931629136
P17,75g,12,3,3.543984476,0.926103112,3.734260457,0.923542143
P17,75g,12,4,2.692647693,0.913466365,2.790319103,0.916474176
P17,75g,12,1,4.447877722,0.937632758,4.157136574,0.929974936
P17,75g,12,2,4.062238839,0.933471549,3.56817682,0.928851836
P17,75g,12,3,3.322190455,0.920049153,3.591268969,0.922798619
P17,75g,12,4,2.606113921,0.910413972,2.78535298,0.910270722
P17,75g,12,1,4.475938657,0.939557393,4.124590164,0.931298266
P17,75g,12,2,3.819566367,0.929639691,4.020200952,0.929987882
P17,75g,12,3,3.494447382,0.923509608,3.554521417,0.923732027
P17,75g,12,4,2.716552089,0.912605433,2.805499736,0.913594337
P17,75g,180,1,4.029739004,0.933924222,3.924612665,0.931676563
P17,75g,180,2,3.734220651,0.929407209,3.784860143,0.927019339
P17,75g,180,3,3.387126963,0.921414257,3.592908391,0.920946442
P17,75g,180,4,2.722470625,0.913760352,2.729541437,0.912259124
P17,75g,180,1,3.88064,0.930015464,4.00256,0.938172702
P17,75g,180,2,3.822613333,0.929765765,3.76416,0.931074595
P17,75g,180,3,3.631573333,0.925886065,3.66176,0.924353781
P17,75g,180,4,2.59328,0.907773114,2.77504,0.910975216
P17,75g,90,1,3.718554769,0.935824453,4.04060808,0.932185547
P17,75g,90,2,3.846105789,0.928243036,3.896084965,0.929515028
P17,75g,90,3,3.725635152,0.929712885,3.615264473,0.924454007
P17,75g,90,4,2.821845065,0.916667405,2.822782174,0.913879943
P17,75g,90,1,4.189976934,0.935877206,4.385720277,0.939507975
